Check failed for (fp128): alpha = -6.276902121872406890448361479792446694e+00; beta = -1.569225530468101722612090369948111674e+00; diff = 3.851859888774471706111955885169854637e-34; -999/1000
Check failed for (fp128): alpha = 8.168140899333462420002872796526707090e-02; beta = 2.042035224833365605000718199131676773e-02; diff = 1.540743955509788682444782354067941855e-33; 13/1000
Check failed for (fp128): alpha = 8.796459430051421067695401473182608006e-02; beta = 2.199114857512855266923850368295652002e-02; diff = 1.540743955509788682444782354067941855e-33; 14/1000
Check failed for (fp128): alpha = 1.130973355292325565846551617980621047e-01; beta = 2.827433388230813914616379044951552616e-02; diff = 7.703719777548943412223911770339709274e-34; 18/1000
Check failed for (fp128): alpha = 1.193805208364121430615804485646211138e-01; beta = 2.984513020910303576539511214115527845e-02; diff = 7.703719777548943412223911770339709274e-34; 19/1000
Check failed for (fp128): alpha = 1.256637061435917295385057353311801109e-01; beta = 3.141592653589793238462643383279502773e-02; diff = 7.703719777548943412223911770339709274e-34; 20/1000
Check failed for (fp128): alpha = 1.319468914507713160154310220977391081e-01; beta = 3.298672286269282900385775552443477701e-02; diff = 7.703719777548943412223911770339709274e-34; 21/1000
Check failed for (fp128): alpha = 1.570796326794896619231321691639751447e-01; beta = 3.926990816987241548078304229099378617e-02; diff = 7.703719777548943412223911770339709274e-34; 25/1000
Check failed for (fp128): alpha = 1.696460032938488348769827426970931630e-01; beta = 4.241150082346220871924568567427329075e-02; diff = 7.703719777548943412223911770339709274e-34; 27/1000
Check failed for (fp128): alpha = 1.759291886010284213539080294636521601e-01; beta = 4.398229715025710533847700736591304003e-02; diff = 7.703719777548943412223911770339709274e-34; 28/1000
Check failed for (fp128): alpha = 1.884955592153875943077586029967701544e-01; beta = 4.712388980384689857693965074919253859e-02; diff = 7.703719777548943412223911770339709274e-34; 30/1000
Check failed for (fp128): alpha = 1.947787445225671807846838897633291756e-01; beta = 4.869468613064179519617097244083229389e-02; diff = 7.703719777548943412223911770339709274e-34; 31/1000
Check failed for (fp128): alpha = 2.010619298297467672616091765298881727e-01; beta = 5.026548245743669181540229413247204317e-02; diff = 3.851859888774471706111955885169854637e-34; 32/1000
Check failed for (fp128): alpha = 2.073451151369263537385344632964471698e-01; beta = 5.183627878423158843463361582411179245e-02; diff = 3.851859888774471706111955885169854637e-34; 33/1000
Check failed for (fp128): alpha = 2.199114857512855266923850368295652122e-01; beta = 5.497787143782138167309625920739130305e-02; diff = 3.851859888774471706111955885169854637e-34; 35/1000
Check failed for (fp128): alpha = 2.324778563656446996462356103626832305e-01; beta = 5.811946409141117491155890259067080763e-02; diff = 3.851859888774471706111955885169854637e-34; 37/1000
Check failed for (fp128): alpha = 2.450442269800038726000861838958012248e-01; beta = 6.126105674500096815002154597395030619e-02; diff = 3.851859888774471706111955885169854637e-34; 39/1000
Check failed for (fp128): alpha = 2.576105975943630455539367574289192190e-01; beta = 6.440264939859076138848418935722980475e-02; diff = 7.703719777548943412223911770339709274e-34; 41/1000
Check failed for (fp128): alpha = 2.638937829015426320308620441954782161e-01; beta = 6.597344572538565800771551104886955403e-02; diff = 3.851859888774471706111955885169854637e-34; 42/1000
Check failed for (fp128): alpha = 2.701769682087222185077873309620372132e-01; beta = 6.754424205218055462694683274050930331e-02; diff = 3.851859888774471706111955885169854637e-34; 43/1000
Check failed for (fp128): alpha = 2.764601535159018049847126177285962585e-01; beta = 6.911503837897545124617815443214906463e-02; diff = 3.851859888774471706111955885169854637e-34; 44/1000
Check failed for (fp128): alpha = 2.953097094374405644154884780282732499e-01; beta = 7.382742735936014110387211950706831247e-02; diff = 7.703719777548943412223911770339709274e-34; 47/1000
Check failed for (fp128): alpha = 3.015928947446201508924137647948322470e-01; beta = 7.539822368615503772310344119870806175e-02; diff = 3.851859888774471706111955885169854637e-34; 48/1000
Check failed for (fp128): alpha = 3.204424506661589103231896250945092865e-01; beta = 8.011061266653972758079740627362732162e-02; diff = 3.851859888774471706111955885169854637e-34; 51/1000
Check failed for (fp128): alpha = 3.267256359733384968001149118610682836e-01; beta = 8.168140899333462420002872796526707090e-02; diff = 3.851859888774471706111955885169854637e-34; 52/1000
Check failed for (fp128): alpha = 3.518583772020568427078160589273043203e-01; beta = 8.796459430051421067695401473182608006e-02; diff = 3.851859888774471706111955885169854637e-34; 56/1000
Check failed for (fp128): alpha = 3.644247478164160156616666324604223145e-01; beta = 9.110618695410400391541665811510557862e-02; diff = 3.851859888774471706111955885169854637e-34; 58/1000
Check failed for (fp128): alpha = 3.895574890451343615693677795266583511e-01; beta = 9.738937226128359039234194488166458778e-02; diff = 1.925929944387235853055977942584927319e-34; 62/1000
Check failed for (fp128): alpha = 3.958406743523139480462930662932173482e-01; beta = 9.896016858807848701157326657330433706e-02; diff = 1.925929944387235853055977942584927319e-34; 63/1000
Check failed for (fp128): alpha = 4.021238596594935345232183530597763454e-01; beta = 1.005309649148733836308045882649440863e-01; diff = 1.925929944387235853055977942584927319e-34; 64/1000
Check failed for (fp128): alpha = 4.084070449666731210001436398263353906e-01; beta = 1.021017612416682802500359099565838477e-01; diff = 1.925929944387235853055977942584927319e-34; 65/1000
Check failed for (fp128): alpha = 4.146902302738527074770689265928943396e-01; beta = 1.036725575684631768692672316482235849e-01; diff = 1.925929944387235853055977942584927319e-34; 66/1000
Check failed for (fp128): alpha = 4.209734155810322939539942133594533849e-01; beta = 1.052433538952580734884985533398633462e-01; diff = 3.851859888774471706111955885169854637e-34; 67/1000
Check failed for (fp128): alpha = 4.272566008882118804309195001260123338e-01; beta = 1.068141502220529701077298750315030835e-01; diff = 5.777789833161707559167933827754781956e-34; 68/1000
Check failed for (fp128): alpha = 4.335397861953914669078447868925713791e-01; beta = 1.083849465488478667269611967231428448e-01; diff = 1.925929944387235853055977942584927319e-34; 69/1000
Check failed for (fp128): alpha = 4.461061568097506398616953604256893734e-01; beta = 1.115265392024376599654238401064223433e-01; diff = 3.851859888774471706111955885169854637e-34; 71/1000
Check failed for (fp128): alpha = 4.523893421169302263386206471922484186e-01; beta = 1.130973355292325565846551617980621047e-01; diff = 3.851859888774471706111955885169854637e-34; 72/1000
Check failed for (fp128): alpha = 4.586725274241098128155459339588074158e-01; beta = 1.146681318560274532038864834897018539e-01; diff = 3.851859888774471706111955885169854637e-34; 73/1000
Check failed for (fp128): alpha = 4.649557127312893992924712207253664610e-01; beta = 1.162389281828223498231178051813416153e-01; diff = 1.925929944387235853055977942584927319e-34; 74/1000
Check failed for (fp128): alpha = 4.900884539600077452001723677916024495e-01; beta = 1.225221134900019363000430919479006124e-01; diff = 1.925929944387235853055977942584927319e-34; 78/1000
Check failed for (fp128): alpha = 4.963716392671873316770976545581613985e-01; beta = 1.240929098167968329192744136395403496e-01; diff = 1.925929944387235853055977942584927319e-34; 79/1000
Check failed for (fp128): alpha = 5.152211951887260911078735148578384380e-01; beta = 1.288052987971815227769683787144596095e-01; diff = 1.925929944387235853055977942584927319e-34; 82/1000
Check failed for (fp128): alpha = 5.215043804959056775847988016243974351e-01; beta = 1.303760951239764193961997004060993588e-01; diff = 1.925929944387235853055977942584927319e-34; 83/1000
Check failed for (fp128): alpha = 5.277875658030852640617240883909564322e-01; beta = 1.319468914507713160154310220977391081e-01; diff = 1.925929944387235853055977942584927319e-34; 84/1000
Check failed for (fp128): alpha = 5.466371217246240234924999486906335199e-01; beta = 1.366592804311560058731249871726583800e-01; diff = 1.925929944387235853055977942584927319e-34; 87/1000
Check failed for (fp128): alpha = 5.717698629533423694002010957568695084e-01; beta = 1.429424657383355923500502739392173771e-01; diff = 1.925929944387235853055977942584927319e-34; 91/1000
Check failed for (fp128): alpha = 5.780530482605219558771263825234285055e-01; beta = 1.445132620651304889692815956308571264e-01; diff = 1.925929944387235853055977942584927319e-34; 92/1000
Check failed for (fp128): alpha = 5.843362335677015423540516692899875026e-01; beta = 1.460840583919253855885129173224968757e-01; diff = 1.925929944387235853055977942584927319e-34; 93/1000
Check failed for (fp128): alpha = 5.906194188748811288309769560565464997e-01; beta = 1.476548547187202822077442390141366249e-01; diff = 3.851859888774471706111955885169854637e-34; 94/1000
Check failed for (fp128): alpha = 6.094689747964198882617528163562235874e-01; beta = 1.523672436991049720654382040890558968e-01; diff = 1.925929944387235853055977942584927319e-34; 97/1000
Check failed for (fp128): alpha = 6.157521601035994747386781031227825845e-01; beta = 1.539380400258998686846695257806956461e-01; diff = 1.925929944387235853055977942584927319e-34; 98/1000
Check failed for (fp128): alpha = 7.728317927830891366618102722867577051e-01; beta = 1.932079481957722841654525680716894263e-01; diff = 1.925929944387235853055977942584927319e-34; 123/1000
Check failed for (fp128): alpha = 8.168140899333462420002872796526707813e-01; beta = 2.042035224833365605000718199131676953e-01; diff = 1.925929944387235853055977942584927319e-34; 130/1000
Check failed for (fp128): alpha = 8.984954989266808662003160076179378401e-01; beta = 2.246238747316702165500790019044844600e-01; diff = 2.407412430484044816319972428231159148e-34; 143/1000
Check failed for (fp128): alpha = 1.614778623945153724569798699005664475e+00; beta = 4.036946559862884311424496747514161187e-01; diff = 2.888894916580853779583966913877390978e-34; 257/1000
Check failed for (fp128): alpha = 1.627344994559512897523649272538782277e+00; beta = 4.068362486398782243809123181346955691e-01; diff = 2.407412430484044816319972428231159148e-34; 259/1000
Check failed for (fp128): alpha = 1.652477735788231243431350419605018458e+00; beta = 4.131194339470578108578376049012546144e-01; diff = 1.925929944387235853055977942584927319e-34; 263/1000
Check failed for (fp128): alpha = 1.658760921095410829908275706371577358e+00; beta = 4.146902302738527074770689265928943396e-01; diff = 1.925929944387235853055977942584927319e-34; 264/1000
Check failed for (fp128): alpha = 1.665044106402590416385200993138136644e+00; beta = 4.162610266006476040963002482845341611e-01; diff = 2.888894916580853779583966913877390978e-34; 265/1000
Check failed for (fp128): alpha = 1.683893662324129175815976853437813540e+00; beta = 4.209734155810322939539942133594533849e-01; diff = 1.925929944387235853055977942584927319e-34; 268/1000
Check failed for (fp128): alpha = 1.690176847631308762292902140204372440e+00; beta = 4.225442119078271905732255350510931101e-01; diff = 1.925929944387235853055977942584927319e-34; 269/1000
Check failed for (fp128): alpha = 1.721592774167206694677528574037167522e+00; beta = 4.303981935418016736693821435092918806e-01; diff = 1.925929944387235853055977942584927319e-34; 274/1000
Check failed for (fp128): alpha = 1.727875959474386281154453860803726616e+00; beta = 4.319689898685965702886134652009316539e-01; diff = 1.925929944387235853055977942584927319e-34; 275/1000
Check failed for (fp128): alpha = 1.734159144781565867631379147570285516e+00; beta = 4.335397861953914669078447868925713791e-01; diff = 1.925929944387235853055977942584927319e-34; 276/1000
Check failed for (fp128): alpha = 1.759291886010284213539080294636521698e+00; beta = 4.398229715025710533847700736591304244e-01; diff = 1.925929944387235853055977942584927319e-34; 280/1000
Check failed for (fp128): alpha = 1.765575071317463800016005581403080598e+00; beta = 4.413937678293659500040013953507701496e-01; diff = 1.925929944387235853055977942584927319e-34; 281/1000
Check failed for (fp128): alpha = 1.778141441931822972969856154936198593e+00; beta = 4.445353604829557432424640387340496482e-01; diff = 1.925929944387235853055977942584927319e-34; 283/1000
Check failed for (fp128): alpha = 1.790707812546182145923706728469316394e+00; beta = 4.476769531365455364809266821173290986e-01; diff = 1.925929944387235853055977942584927319e-34; 285/1000
Check failed for (fp128): alpha = 1.796990997853361732400632015235875680e+00; beta = 4.492477494633404331001580038089689201e-01; diff = 4.814824860968089632639944856462318296e-34; 286/1000
Check failed for (fp128): alpha = 1.803274183160541318877557302002434581e+00; beta = 4.508185457901353297193893255006086453e-01; diff = 2.888894916580853779583966913877390978e-34; 287/1000
Check failed for (fp128): alpha = 1.809557368467720905354482588768993675e+00; beta = 4.523893421169302263386206471922484186e-01; diff = 1.925929944387235853055977942584927319e-34; 288/1000
Check failed for (fp128): alpha = 1.828406924389259664785258449068670762e+00; beta = 4.571017310973149161963146122671676905e-01; diff = 2.888894916580853779583966913877390978e-34; 291/1000
Check failed for (fp128): alpha = 1.834690109696439251262183735835229663e+00; beta = 4.586725274241098128155459339588074158e-01; diff = 2.888894916580853779583966913877390978e-34; 292/1000
Check failed for (fp128): alpha = 1.872389221539516770123735456434583453e+00; beta = 4.680973053848791925309338641086458633e-01; diff = 1.925929944387235853055977942584927319e-34; 298/1000
Check failed for (fp128): alpha = 1.891238777461055529554511316734260733e+00; beta = 4.728096943652638823886278291835651833e-01; diff = 3.851859888774471706111955885169854637e-34; 301/1000
Check failed for (fp128): alpha = 1.897521962768235116031436603500819634e+00; beta = 4.743804906920587790078591508752049086e-01; diff = 5.777789833161707559167933827754781956e-34; 302/1000
Check failed for (fp128): alpha = 1.903805148075414702508361890267378535e+00; beta = 4.759512870188536756270904725668446338e-01; diff = 1.925929944387235853055977942584927319e-34; 303/1000
Check failed for (fp128): alpha = 1.910088333382594288985287177033937821e+00; beta = 4.775220833456485722463217942584844553e-01; diff = 1.925929944387235853055977942584927319e-34; 304/1000
Check failed for (fp128): alpha = 1.916371518689773875462212463800496722e+00; beta = 4.790928796724434688655531159501241805e-01; diff = 1.925929944387235853055977942584927319e-34; 305/1000
Check failed for (fp128): alpha = 1.922654703996953461939137750567055815e+00; beta = 4.806636759992383654847844376417639538e-01; diff = 1.925929944387235853055977942584927319e-34; 306/1000
Check failed for (fp128): alpha = 1.928937889304133048416063037333614716e+00; beta = 4.822344723260332621040157593334036790e-01; diff = 3.851859888774471706111955885169854637e-34; 307/1000
Check failed for (fp128): alpha = 1.935221074611312634892988324100173617e+00; beta = 4.838052686528281587232470810250434042e-01; diff = 3.851859888774471706111955885169854637e-34; 308/1000
Check failed for (fp128): alpha = 1.941504259918492221369913610866732903e+00; beta = 4.853760649796230553424784027166832257e-01; diff = 1.925929944387235853055977942584927319e-34; 309/1000
Check failed for (fp128): alpha = 1.947787445225671807846838897633291804e+00; beta = 4.869468613064179519617097244083229509e-01; diff = 3.851859888774471706111955885169854637e-34; 310/1000
Check failed for (fp128): alpha = 1.954070630532851394323764184399850705e+00; beta = 4.885176576332128485809410460999626761e-01; diff = 3.851859888774471706111955885169854637e-34; 311/1000
Check failed for (fp128): alpha = 1.960353815840030980800689471166409798e+00; beta = 4.900884539600077452001723677916024495e-01; diff = 3.851859888774471706111955885169854637e-34; 312/1000
Check failed for (fp128): alpha = 1.972920186454390153754540044699527792e+00; beta = 4.932300466135975384386350111748819481e-01; diff = 1.925929944387235853055977942584927319e-34; 314/1000
Check failed for (fp128): alpha = 1.979203371761569740231465331466086693e+00; beta = 4.948008429403924350578663328665216733e-01; diff = 1.925929944387235853055977942584927319e-34; 315/1000
Check failed for (fp128): alpha = 1.991769742375928913185315904999204880e+00; beta = 4.979424355939822282963289762498012200e-01; diff = 1.925929944387235853055977942584927319e-34; 317/1000
Check failed for (fp128): alpha = 2.004336112990288086139166478532322489e+00; beta = 5.010840282475720215347916196330806222e-01; diff = 3.851859888774471706111955885169854637e-34; 319/1000
Check failed for (fp128): alpha = 2.010619298297467672616091765298881775e+00; beta = 5.026548245743669181540229413247204437e-01; diff = 1.925929944387235853055977942584927319e-34; 320/1000
Check failed for (fp128): alpha = 2.016902483604647259093017052065440676e+00; beta = 5.042256209011618147732542630163601690e-01; diff = 1.925929944387235853055977942584927319e-34; 321/1000
Check failed for (fp128): alpha = 2.023185668911826845569942338831999962e+00; beta = 5.057964172279567113924855847079999905e-01; diff = 1.925929944387235853055977942584927319e-34; 322/1000
Check failed for (fp128): alpha = 2.042035224833365605000718199131677049e+00; beta = 5.105088062083414012501795497829192624e-01; diff = 3.851859888774471706111955885169854637e-34; 325/1000
Check failed for (fp128): alpha = 2.048318410140545191477643485898235950e+00; beta = 5.120796025351362978694108714745589876e-01; diff = 1.925929944387235853055977942584927319e-34; 326/1000
Check failed for (fp128): alpha = 2.054601595447724777954568772664794851e+00; beta = 5.136503988619311944886421931661987128e-01; diff = 1.925929944387235853055977942584927319e-34; 327/1000
Check failed for (fp128): alpha = 2.060884780754904364431494059431353752e+00; beta = 5.152211951887260911078735148578384380e-01; diff = 1.925929944387235853055977942584927319e-34; 328/1000
Check failed for (fp128): alpha = 2.067167966062083950908419346197912653e+00; beta = 5.167919915155209877271048365494781632e-01; diff = 3.851859888774471706111955885169854637e-34; 329/1000
Check failed for (fp128): alpha = 2.073451151369263537385344632964471939e+00; beta = 5.183627878423158843463361582411179847e-01; diff = 7.703719777548943412223911770339709274e-34; 330/1000
Check failed for (fp128): alpha = 2.079734336676443123862269919731030840e+00; beta = 5.199335841691107809655674799327577099e-01; diff = 7.703719777548943412223911770339709274e-34; 331/1000
Check failed for (fp128): alpha = 2.086017521983622710339195206497589740e+00; beta = 5.215043804959056775847988016243974351e-01; diff = 5.777789833161707559167933827754781956e-34; 332/1000
Check failed for (fp128): alpha = 2.092300707290802296816120493264149026e+00; beta = 5.230751768227005742040301233160372566e-01; diff = 1.925929944387235853055977942584927319e-34; 333/1000
Check failed for (fp128): alpha = 2.098583892597981883293045780030707927e+00; beta = 5.246459731494954708232614450076769818e-01; diff = 3.851859888774471706111955885169854637e-34; 334/1000
Check failed for (fp128): alpha = 2.104867077905161469769971066797266828e+00; beta = 5.262167694762903674424927666993167070e-01; diff = 3.851859888774471706111955885169854637e-34; 335/1000
Check failed for (fp128): alpha = 2.111150263212341056246896353563825729e+00; beta = 5.277875658030852640617240883909564322e-01; diff = 3.851859888774471706111955885169854637e-34; 336/1000
Check failed for (fp128): alpha = 2.117433448519520642723821640330384630e+00; beta = 5.293583621298801606809554100825961574e-01; diff = 5.777789833161707559167933827754781956e-34; 337/1000
Check failed for (fp128): alpha = 2.123716633826700229200746927096943916e+00; beta = 5.309291584566750573001867317742359789e-01; diff = 1.925929944387235853055977942584927319e-34; 338/1000
Check failed for (fp128): alpha = 2.136283004441059402154597500630062103e+00; beta = 5.340707511102648505386493751575155256e-01; diff = 5.777789833161707559167933827754781956e-34; 340/1000
Check failed for (fp128): alpha = 2.155132560362598161585373360929739190e+00; beta = 5.387831400906495403963433402324347976e-01; diff = 1.540743955509788682444782354067941855e-33; 343/1000
Check failed for (fp128): alpha = 2.161415745669777748062298647696297706e+00; beta = 5.403539364174444370155746619240744265e-01; diff = 7.703719777548943412223911770339709274e-34; 344/1000
Check failed for (fp128): alpha = 2.167698930976957334539223934462856607e+00; beta = 5.419247327442393336348059836157141517e-01; diff = 3.851859888774471706111955885169854637e-34; 345/1000
Check failed for (fp128): alpha = 2.173982116284136921016149221229415893e+00; beta = 5.434955290710342302540373053073539732e-01; diff = 1.155557966632341511833586765550956391e-33; 346/1000
Check failed for (fp128): alpha = 2.180265301591316507493074507995974794e+00; beta = 5.450663253978291268732686269989936984e-01; diff = 1.925929944387235853055977942584927319e-33; 347/1000
Check failed for (fp128): alpha = 2.186548486898496093969999794762534080e+00; beta = 5.466371217246240234924999486906335199e-01; diff = 3.851859888774471706111955885169854637e-34; 348/1000
Check failed for (fp128): alpha = 2.192831672205675680446925081529092980e+00; beta = 5.482079180514189201117312703822732451e-01; diff = 3.851859888774471706111955885169854637e-34; 349/1000
Check failed for (fp128): alpha = 2.199114857512855266923850368295651881e+00; beta = 5.497787143782138167309625920739129703e-01; diff = 3.851859888774471706111955885169854637e-34; 350/1000
Check failed for (fp128): alpha = 2.205398042820034853400775655062211167e+00; beta = 5.513495107050087133501939137655527918e-01; diff = 7.703719777548943412223911770339709274e-34; 351/1000
Check failed for (fp128): alpha = 2.211681228127214439877700941828770068e+00; beta = 5.529203070318036099694252354571925170e-01; diff = 3.851859888774471706111955885169854637e-34; 352/1000
Check failed for (fp128): alpha = 2.224247598741573612831551515361887870e+00; beta = 5.560618996853934032078878788404719674e-01; diff = 3.851859888774471706111955885169854637e-34; 354/1000
Check failed for (fp128): alpha = 2.230530784048753199308476802128446771e+00; beta = 5.576326960121882998271192005321116926e-01; diff = 3.851859888774471706111955885169854637e-34; 355/1000
Check failed for (fp128): alpha = 2.236813969355932785785402088895006057e+00; beta = 5.592034923389831964463505222237515141e-01; diff = 1.540743955509788682444782354067941855e-33; 356/1000
Check failed for (fp128): alpha = 2.243097154663112372262327375661564957e+00; beta = 5.607742886657780930655818439153912393e-01; diff = 1.155557966632341511833586765550956391e-33; 357/1000
Check failed for (fp128): alpha = 2.249380339970291958739252662428123858e+00; beta = 5.623450849925729896848131656070309645e-01; diff = 7.703719777548943412223911770339709274e-34; 358/1000
Check failed for (fp128): alpha = 2.255663525277471545216177949194683144e+00; beta = 5.639158813193678863040444872986707860e-01; diff = 1.925929944387235853055977942584927319e-33; 359/1000
Check failed for (fp128): alpha = 2.261946710584651131693103235961242045e+00; beta = 5.654866776461627829232758089903105112e-01; diff = 1.925929944387235853055977942584927319e-33; 360/1000
Check failed for (fp128): alpha = 2.268229895891830718170028522727800946e+00; beta = 5.670574739729576795425071306819502365e-01; diff = 1.925929944387235853055977942584927319e-33; 361/1000
Check failed for (fp128): alpha = 2.274513081199010304646953809494359847e+00; beta = 5.686282702997525761617384523735899617e-01; diff = 1.925929944387235853055977942584927319e-33; 362/1000
Check failed for (fp128): alpha = 2.280796266506189891123879096260918747e+00; beta = 5.701990666265474727809697740652296869e-01; diff = 1.540743955509788682444782354067941855e-33; 363/1000
Check failed for (fp128): alpha = 2.287079451813369477600804383027478033e+00; beta = 5.717698629533423694002010957568695084e-01; diff = 7.703719777548943412223911770339709274e-34; 364/1000
Check failed for (fp128): alpha = 2.293362637120549064077729669794036934e+00; beta = 5.733406592801372660194324174485092336e-01; diff = 7.703719777548943412223911770339709274e-34; 365/1000
Check failed for (fp128): alpha = 2.299645822427728650554654956560596220e+00; beta = 5.749114556069321626386637391401490551e-01; diff = 1.540743955509788682444782354067941855e-33; 366/1000
Check failed for (fp128): alpha = 2.305929007734908237031580243327155121e+00; beta = 5.764822519337270592578950608317887803e-01; diff = 1.540743955509788682444782354067941855e-33; 367/1000
Check failed for (fp128): alpha = 2.312212193042087823508505530093714022e+00; beta = 5.780530482605219558771263825234285055e-01; diff = 1.155557966632341511833586765550956391e-33; 368/1000
Check failed for (fp128): alpha = 2.318495378349267409985430816860273308e+00; beta = 5.796238445873168524963577042150683270e-01; diff = 1.540743955509788682444782354067941855e-33; 369/1000
Check failed for (fp128): alpha = 2.324778563656446996462356103626832209e+00; beta = 5.811946409141117491155890259067080522e-01; diff = 7.703719777548943412223911770339709274e-34; 370/1000
Check failed for (fp128): alpha = 2.331061748963626582939281390393391110e+00; beta = 5.827654372409066457348203475983477774e-01; diff = 1.540743955509788682444782354067941855e-33; 371/1000
Check failed for (fp128): alpha = 2.337344934270806169416206677159950010e+00; beta = 5.843362335677015423540516692899875026e-01; diff = 3.851859888774471706111955885169854637e-33; 372/1000
Check failed for (fp128): alpha = 2.343628119577985755893131963926508911e+00; beta = 5.859070298944964389732829909816272278e-01; diff = 2.311115933264683023667173531101912782e-33; 373/1000
Check failed for (fp128): alpha = 2.349911304885165342370057250693068197e+00; beta = 5.874778262212913355925143126732670493e-01; diff = 4.622231866529366047334347062203825564e-33; 374/1000
Check failed for (fp128): alpha = 2.356194490192344928846982537459627098e+00; beta = 5.890486225480862322117456343649067745e-01; diff = 3.851859888774471706111955885169854637e-33; 375/1000
Check failed for (fp128): alpha = 2.362477675499524515323907824226185999e+00; beta = 5.906194188748811288309769560565464997e-01; diff = 6.933347799794049071001520593305738347e-33; 376/1000
Check failed for (fp128): alpha = 2.368760860806704101800833110992745285e+00; beta = 5.921902152016760254502082777481863212e-01; diff = 2.311115933264683023667173531101912782e-33; 377/1000
Check failed for (fp128): alpha = 2.375044046113883688277758397759304186e+00; beta = 5.937610115284709220694395994398260464e-01; diff = 2.311115933264683023667173531101912782e-33; 378/1000
Check failed for (fp128): alpha = 2.381327231421063274754683684525863087e+00; beta = 5.953318078552658186886709211314657716e-01; diff = 1.540743955509788682444782354067941855e-33; 379/1000
Check failed for (fp128): alpha = 2.387610416728242861231608971292421987e+00; beta = 5.969026041820607153079022428231054969e-01; diff = 3.851859888774471706111955885169854637e-33; 380/1000
Check failed for (fp128): alpha = 2.393893602035422447708534258058980888e+00; beta = 5.984734005088556119271335645147452221e-01; diff = 5.392603844284260388556738239237796492e-33; 381/1000
Check failed for (fp128): alpha = 2.400176787342602034185459544825540174e+00; beta = 6.000441968356505085463648862063850436e-01; diff = 7.703719777548943412223911770339709274e-34; 382/1000
Check failed for (fp128): alpha = 2.406459972649781620662384831592099075e+00; beta = 6.016149931624454051655962078980247688e-01; diff = 3.081487911019577364889564708135883710e-33; 383/1000
Check failed for (fp128): alpha = 2.412743157956961207139310118358657976e+00; beta = 6.031857894892403017848275295896644940e-01; diff = 2.311115933264683023667173531101912782e-33; 384/1000
Check failed for (fp128): alpha = 2.419026343264140793616235405125217262e+00; beta = 6.047565858160351984040588512813043155e-01; diff = 6.162975822039154729779129416271767419e-33; 385/1000
Check failed for (fp128): alpha = 2.425309528571320380093160691891776163e+00; beta = 6.063273821428300950232901729729440407e-01; diff = 1.540743955509788682444782354067941855e-33; 386/1000
Check failed for (fp128): alpha = 2.431592713878499966570085978658335449e+00; beta = 6.078981784696249916425214946645838622e-01; diff = 2.157041537713704155422695295695118597e-32; 387/1000
Check failed for (fp128): alpha = 2.437875899185679553047011265424894350e+00; beta = 6.094689747964198882617528163562235874e-01; diff = 2.002967142162725287178217060288324411e-32; 388/1000
Check failed for (fp128): alpha = 2.444159084492859139523936552191453250e+00; beta = 6.110397711232147848809841380478633126e-01; diff = 2.773339119917619628400608237322295339e-32; 389/1000
Check failed for (fp128): alpha = 2.450442269800038726000861838958012151e+00; beta = 6.126105674500096815002154597395030378e-01; diff = 2.773339119917619628400608237322295339e-32; 390/1000
Check failed for (fp128): alpha = 2.456725455107218312477787125724571052e+00; beta = 6.141813637768045781194467814311427630e-01; diff = 1.386669559958809814200304118661147669e-32; 391/1000
Check failed for (fp128): alpha = 2.463008640414397898954712412491130338e+00; beta = 6.157521601035994747386781031227825845e-01; diff = 1.694818351060767550689260589474736040e-32; 392/1000
Check failed for (fp128): alpha = 2.469291825721577485431637699257689239e+00; beta = 6.173229564303943713579094248144223097e-01; diff = 6.471124613141112466268085887085355790e-32; 393/1000
Check failed for (fp128): alpha = 2.475575011028757071908562986024248140e+00; beta = 6.188937527571892679771407465060620349e-01; diff = 3.697785493223492837867477649763060452e-32; 394/1000
Check failed for (fp128): alpha = 2.481858196335936658385488272790807426e+00; beta = 6.204645490839841645963720681977018564e-01; diff = 3.081487911019577364889564708135883710e-33; 395/1000
Check failed for (fp128): alpha = 2.488141381643116244862413559557366327e+00; beta = 6.220353454107790612156033898893415816e-01; diff = 3.081487911019577364889564708135883710e-33; 396/1000
Check failed for (fp128): alpha = 2.494424566950295831339338846323925227e+00; beta = 6.236061417375739578348347115809813068e-01; diff = 2.465190328815661891911651766508706968e-32; 397/1000
Check failed for (fp128): alpha = 2.500707752257475417816264133090484128e+00; beta = 6.251769380643688544540660332726210320e-01; diff = 1.725633230170963324338156236556094877e-31; 398/1000
Check failed for (fp128): alpha = 2.506990937564655004293189419857043029e+00; beta = 6.267477343911637510732973549642607573e-01; diff = 9.737501798821864473051024477709392523e-31; 399/1000
Check failed for (fp128): alpha = 2.513274122871834590770114706623602315e+00; beta = 6.283185307179586476925286766559005788e-01; diff = inf; 400/1000
Check failed for (fp128): alpha = 2.519557308179014177247039993390161216e+00; beta = 6.298893270447535443117599983475403040e-01; diff = 1.713307278526885014878597977723551343e-30; 401/1000
Check failed for (fp128): alpha = 2.525840493486193763723965280156720117e+00; beta = 6.314601233715484409309913200391800292e-01; diff = 4.005934284325450574356434120576648823e-31; 402/1000
Check failed for (fp128): alpha = 2.532123678793373350200890566923279403e+00; beta = 6.330309196983433375502226417308198507e-01; diff = 3.944304526105059027058642826413931148e-31; 403/1000
