Check failed for (fp64): alpha = -6.27061893656523; beta = -1.56765473414131; diff = 2.21177243187043e-16; -998/1000
Check failed for (fp64): alpha = 1.92893788930413; beta = 0.482234472326033; diff = 1.11022302462516e-16; 307/1000
Check failed for (fp64): alpha = 2.01061929829747; beta = 0.502654824574367; diff = 1.11022302462516e-16; 320/1000
Check failed for (fp64): alpha = 2.01690248360465; beta = 0.504225620901162; diff = 1.11022302462516e-16; 321/1000
Check failed for (fp64): alpha = 2.03575203952619; beta = 0.508938009881546; diff = 1.11022302462516e-16; 324/1000
Check failed for (fp64): alpha = 2.16769893097696; beta = 0.541924732744239; diff = 1.11022302462516e-16; 345/1000
Check failed for (fp64): alpha = 2.20539804282003; beta = 0.551349510705009; diff = 1.11022302462516e-16; 351/1000
Check failed for (fp64): alpha = 2.27451308119901; beta = 0.568628270299752; diff = 1.11022302462516e-16; 362/1000
Check failed for (fp64): alpha = 2.28079626650619; beta = 0.570199066626547; diff = 1.11022302462516e-16; 363/1000
Check failed for (fp64): alpha = 2.28707945181337; beta = 0.571769862953342; diff = 1.11022302462516e-16; 364/1000
Check failed for (fp64): alpha = 2.30592900773491; beta = 0.576482251933727; diff = 1.11022302462516e-16; 367/1000
Check failed for (fp64): alpha = 2.33734493427081; beta = 0.584336233567701; diff = 1.11022302462516e-16; 372/1000
Check failed for (fp64): alpha = 2.36247767549952; beta = 0.590619418874881; diff = 1.11022302462516e-16; 376/1000
Check failed for (fp64): alpha = 2.38132723142106; beta = 0.595331807855266; diff = 1.11022302462516e-16; 379/1000
Check failed for (fp64): alpha = 2.40645997264978; beta = 0.601614993162445; diff = 1.11022302462516e-16; 383/1000
Check failed for (fp64): alpha = 2.41274315795696; beta = 0.60318578948924; diff = 1.11022302462516e-16; 384/1000
Check failed for (fp64): alpha = 2.4315927138785; beta = 0.607898178469625; diff = 1.11022302462516e-16; 387/1000
Check failed for (fp64): alpha = 2.43787589918568; beta = 0.60946897479642; diff = 1.11022302462516e-16; 388/1000
Check failed for (fp64): alpha = 2.4630086404144; beta = 0.615752160103599; diff = 1.11022302462516e-16; 392/1000
Check failed for (fp64): alpha = 2.46929182572158; beta = 0.617322956430394; diff = 1.11022302462516e-16; 393/1000
Check failed for (fp64): alpha = 2.48185819633594; beta = 0.620464549083984; diff = 1.11022302462516e-16; 395/1000
Check failed for (fp64): alpha = 2.50699093756465; beta = 0.626747734391164; diff = 1.11022302462516e-16; 399/1000
Check failed for (fp64): alpha = 2.51327412287183; beta = 0.628318530717959; diff = 1.11022302462516e-16; 400/1000
Check failed for (fp64): alpha = 2.53840686410055; beta = 0.634601716025138; diff = 1.11022302462516e-16; 404/1000
Check failed for (fp64): alpha = 2.55097323471491; beta = 0.637743308678728; diff = 1.11022302462516e-16; 406/1000
Check failed for (fp64): alpha = 2.56353960532927; beta = 0.640884901332318; diff = 1.11022302462516e-16; 408/1000
Check failed for (fp64): alpha = 2.58867234655799; beta = 0.647168086639497; diff = 1.11022302462516e-16; 412/1000
Check failed for (fp64): alpha = 2.59495553186517; beta = 0.648738882966292; diff = 1.11022302462516e-16; 413/1000
Check failed for (fp64): alpha = 2.60752190247953; beta = 0.651880475619882; diff = 1.11022302462516e-16; 415/1000
Check failed for (fp64): alpha = 2.61380508778671; beta = 0.653451271946677; diff = 1.11022302462516e-16; 416/1000
Check failed for (fp64): alpha = 2.62008827309389; beta = 0.655022068273472; diff = 1.11022302462516e-16; 417/1000
Check failed for (fp64): alpha = 2.63893782901543; beta = 0.659734457253856; diff = 1.11022302462516e-16; 420/1000
Check failed for (fp64): alpha = 2.66407057024414; beta = 0.666017642561036; diff = 1.11022302462516e-16; 424/1000
Check failed for (fp64): alpha = 2.70176968208722; beta = 0.675442420521805; diff = 2.22044604925031e-16; 430/1000
Check failed for (fp64): alpha = 2.7080528673944; beta = 0.6770132168486; diff = 1.11022302462516e-16; 431/1000
Check failed for (fp64): alpha = 2.72061923800876; beta = 0.68015480950219; diff = 1.11022302462516e-16; 433/1000
Check failed for (fp64): alpha = 2.72690242331594; beta = 0.681725605828985; diff = 1.11022302462516e-16; 434/1000
Check failed for (fp64): alpha = 2.74575197923748; beta = 0.68643799480937; diff = 1.11022302462516e-16; 437/1000
Check failed for (fp64): alpha = 2.75203516454466; beta = 0.688008791136165; diff = 1.11022302462516e-16; 438/1000
Check failed for (fp64): alpha = 2.75831834985184; beta = 0.68957958746296; diff = 2.22044604925031e-16; 439/1000
Check failed for (fp64): alpha = 2.76460153515902; beta = 0.691150383789754; diff = 1.11022302462516e-16; 440/1000
Check failed for (fp64): alpha = 2.77716790577338; beta = 0.694291976443344; diff = 1.11022302462516e-16; 442/1000
Check failed for (fp64): alpha = 2.78345109108056; beta = 0.695862772770139; diff = 1.11022302462516e-16; 443/1000
Check failed for (fp64): alpha = 2.78973427638774; beta = 0.697433569096934; diff = 1.11022302462516e-16; 444/1000
Check failed for (fp64): alpha = 2.79601746169492; beta = 0.699004365423729; diff = 1.11022302462516e-16; 445/1000
Check failed for (fp64): alpha = 2.8023006470021; beta = 0.700575161750524; diff = 1.11022302462516e-16; 446/1000
Check failed for (fp64): alpha = 2.80858383230927; beta = 0.702145958077319; diff = 1.11022302462516e-16; 447/1000
Check failed for (fp64): alpha = 2.81486701761645; beta = 0.703716754404114; diff = 2.22044604925031e-16; 448/1000
Check failed for (fp64): alpha = 2.82743338823081; beta = 0.706858347057703; diff = 1.11022302462516e-16; 450/1000
Check failed for (fp64): alpha = 2.83371657353799; beta = 0.708429143384498; diff = 1.11022302462516e-16; 451/1000
Check failed for (fp64): alpha = 2.83999975884517; beta = 0.709999939711293; diff = 2.22044604925031e-16; 452/1000
Check failed for (fp64): alpha = 2.84628294415235; beta = 0.711570736038088; diff = 1.11022302462516e-16; 453/1000
Check failed for (fp64): alpha = 2.85256612945953; beta = 0.713141532364883; diff = 1.11022302462516e-16; 454/1000
Check failed for (fp64): alpha = 2.85884931476671; beta = 0.714712328691678; diff = 1.11022302462516e-16; 455/1000
Check failed for (fp64): alpha = 2.86513250007389; beta = 0.716283125018473; diff = 2.22044604925031e-16; 456/1000
Check failed for (fp64): alpha = 2.87141568538107; beta = 0.717853921345268; diff = 1.11022302462516e-16; 457/1000
Check failed for (fp64): alpha = 2.87769887068825; beta = 0.719424717672063; diff = 1.11022302462516e-16; 458/1000
Check failed for (fp64): alpha = 2.89654842660979; beta = 0.724137106652447; diff = 1.11022302462516e-16; 461/1000
Check failed for (fp64): alpha = 2.90283161191697; beta = 0.725707902979242; diff = 1.11022302462516e-16; 462/1000
Check failed for (fp64): alpha = 2.90911479722415; beta = 0.727278699306037; diff = 1.11022302462516e-16; 463/1000
Check failed for (fp64): alpha = 2.91539798253133; beta = 0.728849495632832; diff = 1.11022302462516e-16; 464/1000
Check failed for (fp64): alpha = 2.92168116783851; beta = 0.730420291959627; diff = 1.11022302462516e-16; 465/1000
Check failed for (fp64): alpha = 2.93424753845287; beta = 0.733561884613217; diff = 1.11022302462516e-16; 467/1000
Check failed for (fp64): alpha = 2.94053072376005; beta = 0.735132680940012; diff = 1.11022302462516e-16; 468/1000
Check failed for (fp64): alpha = 2.95309709437441; beta = 0.738274273593601; diff = 1.11022302462516e-16; 470/1000
Check failed for (fp64): alpha = 2.95938027968158; beta = 0.739845069920396; diff = 1.11022302462516e-16; 471/1000
Check failed for (fp64): alpha = 2.96566346498876; beta = 0.741415866247191; diff = 1.11022302462516e-16; 472/1000
Check failed for (fp64): alpha = 2.97194665029594; beta = 0.742986662573986; diff = 1.11022302462516e-16; 473/1000
Check failed for (fp64): alpha = 2.9845130209103; beta = 0.746128255227576; diff = 2.22044604925031e-16; 475/1000
Check failed for (fp64): alpha = 3.00964576213902; beta = 0.752411440534755; diff = 1.11022302462516e-16; 479/1000
Check failed for (fp64): alpha = 3.0159289474462; beta = 0.75398223686155; diff = 1.11022302462516e-16; 480/1000
Check failed for (fp64): alpha = 3.02221213275338; beta = 0.755553033188345; diff = 1.11022302462516e-16; 481/1000
Check failed for (fp64): alpha = 3.03477850336774; beta = 0.758694625841935; diff = 1.11022302462516e-16; 483/1000
Check failed for (fp64): alpha = 3.04106168867492; beta = 0.76026542216873; diff = 1.11022302462516e-16; 484/1000
Check failed for (fp64): alpha = 3.0473448739821; beta = 0.761836218495525; diff = 1.11022302462516e-16; 485/1000
Check failed for (fp64): alpha = 3.06619442990364; beta = 0.766548607475909; diff = 1.11022302462516e-16; 488/1000
Check failed for (fp64): alpha = 3.07247761521082; beta = 0.768119403802704; diff = 1.11022302462516e-16; 489/1000
Check failed for (fp64): alpha = 3.09132717113236; beta = 0.772831792783089; diff = 1.11022302462516e-16; 492/1000
Check failed for (fp64): alpha = 3.09761035643954; beta = 0.774402589109884; diff = 1.11022302462516e-16; 493/1000
Check failed for (fp64): alpha = 3.10389354174672; beta = 0.775973385436679; diff = 1.11022302462516e-16; 494/1000
Check failed for (fp64): alpha = 3.1101767270539; beta = 0.777544181763474; diff = 1.11022302462516e-16; 495/1000
Check failed for (fp64): alpha = 3.11645991236107; beta = 0.779114978090269; diff = 1.11022302462516e-16; 496/1000
Check failed for (fp64): alpha = 3.12274309766825; beta = 0.780685774417064; diff = 1.11022302462516e-16; 497/1000
Check failed for (fp64): alpha = 3.12902628297543; beta = 0.782256570743858; diff = 1.11022302462516e-16; 498/1000
Check failed for (fp64): alpha = 3.13530946828261; beta = 0.783827367070653; diff = 1.11022302462516e-16; 499/1000
Check failed for (fp64): alpha = 3.15415902420415; beta = 0.788539756051038; diff = 2.22044604925031e-16; 502/1000
Check failed for (fp64): alpha = 3.17300858012569; beta = 0.793252145031423; diff = 1.11022302462516e-16; 505/1000
Check failed for (fp64): alpha = 3.18557495074005; beta = 0.796393737685013; diff = 1.11022302462516e-16; 507/1000
Check failed for (fp64): alpha = 3.19185813604723; beta = 0.797964534011807; diff = 1.11022302462516e-16; 508/1000
Check failed for (fp64): alpha = 3.21070769196877; beta = 0.802676922992192; diff = 1.11022302462516e-16; 511/1000
Check failed for (fp64): alpha = 3.21699087727595; beta = 0.804247719318987; diff = 1.11022302462516e-16; 512/1000
Check failed for (fp64): alpha = 3.22327406258313; beta = 0.805818515645782; diff = 1.11022302462516e-16; 513/1000
Check failed for (fp64): alpha = 3.22955724789031; beta = 0.807389311972577; diff = 1.11022302462516e-16; 514/1000
Check failed for (fp64): alpha = 3.23584043319749; beta = 0.808960108299372; diff = 1.11022302462516e-16; 515/1000
Check failed for (fp64): alpha = 3.24212361850467; beta = 0.810530904626167; diff = 1.11022302462516e-16; 516/1000
Check failed for (fp64): alpha = 3.24840680381185; beta = 0.812101700952962; diff = 1.11022302462516e-16; 517/1000
Check failed for (fp64): alpha = 3.25468998911903; beta = 0.813672497279756; diff = 1.11022302462516e-16; 518/1000
Check failed for (fp64): alpha = 3.26097317442621; beta = 0.815243293606551; diff = 1.11022302462516e-16; 519/1000
Check failed for (fp64): alpha = 3.26725635973339; beta = 0.816814089933346; diff = 1.11022302462516e-16; 520/1000
Check failed for (fp64): alpha = 3.27353954504056; beta = 0.818384886260141; diff = 1.11022302462516e-16; 521/1000
Check failed for (fp64): alpha = 3.27982273034774; beta = 0.819955682586936; diff = 2.22044604925031e-16; 522/1000
Check failed for (fp64): alpha = 3.28610591565492; beta = 0.821526478913731; diff = 1.11022302462516e-16; 523/1000
Check failed for (fp64): alpha = 3.2923891009621; beta = 0.823097275240526; diff = 1.11022302462516e-16; 524/1000
Check failed for (fp64): alpha = 3.29867228626928; beta = 0.824668071567321; diff = 1.11022302462516e-16; 525/1000
Check failed for (fp64): alpha = 3.30495547157646; beta = 0.826238867894116; diff = 1.11022302462516e-16; 526/1000
Check failed for (fp64): alpha = 3.31752184219082; beta = 0.829380460547705; diff = 1.11022302462516e-16; 528/1000
Check failed for (fp64): alpha = 3.323805027498; beta = 0.8309512568745; diff = 2.22044604925031e-16; 529/1000
Check failed for (fp64): alpha = 3.33008821280518; beta = 0.832522053201295; diff = 1.11022302462516e-16; 530/1000
Check failed for (fp64): alpha = 3.33637139811236; beta = 0.83409284952809; diff = 2.22044604925031e-16; 531/1000
Check failed for (fp64): alpha = 3.3552209540339; beta = 0.838805238508475; diff = 2.22044604925031e-16; 534/1000
Check failed for (fp64): alpha = 3.36150413934108; beta = 0.84037603483527; diff = 1.11022302462516e-16; 535/1000
Check failed for (fp64): alpha = 3.37407050995544; beta = 0.84351762748886; diff = 1.11022302462516e-16; 537/1000
Check failed for (fp64): alpha = 3.38035369526262; beta = 0.845088423815654; diff = 2.22044604925031e-16; 538/1000
Check failed for (fp64): alpha = 3.3866368805698; beta = 0.846659220142449; diff = 1.11022302462516e-16; 539/1000
Check failed for (fp64): alpha = 3.39292006587698; beta = 0.848230016469244; diff = 2.22044604925031e-16; 540/1000
Check failed for (fp64): alpha = 3.39920325118416; beta = 0.849800812796039; diff = 1.11022302462516e-16; 541/1000
Check failed for (fp64): alpha = 3.40548643649134; beta = 0.851371609122834; diff = 1.11022302462516e-16; 542/1000
Check failed for (fp64): alpha = 3.41176962179852; beta = 0.852942405449629; diff = 2.22044604925031e-16; 543/1000
Check failed for (fp64): alpha = 3.4180528071057; beta = 0.854513201776424; diff = 1.11022302462516e-16; 544/1000
Check failed for (fp64): alpha = 3.43061917772005; beta = 0.857654794430014; diff = 1.11022302462516e-16; 546/1000
Check failed for (fp64): alpha = 3.43690236302723; beta = 0.859225590756808; diff = 2.22044604925031e-16; 547/1000
Check failed for (fp64): alpha = 3.44318554833441; beta = 0.860796387083603; diff = 1.11022302462516e-16; 548/1000
Check failed for (fp64): alpha = 3.44946873364159; beta = 0.862367183410398; diff = 2.22044604925031e-16; 549/1000
Check failed for (fp64): alpha = 3.46203510425595; beta = 0.865508776063988; diff = 2.22044604925031e-16; 551/1000
Check failed for (fp64): alpha = 3.46831828956313; beta = 0.867079572390783; diff = 2.22044604925031e-16; 552/1000
Check failed for (fp64): alpha = 3.47460147487031; beta = 0.868650368717578; diff = 1.11022302462516e-16; 553/1000
Check failed for (fp64): alpha = 3.48716784548467; beta = 0.871791961371168; diff = 2.22044604925031e-16; 555/1000
Check failed for (fp64): alpha = 3.49345103079185; beta = 0.873362757697963; diff = 1.11022302462516e-16; 556/1000
Check failed for (fp64): alpha = 3.50601740140621; beta = 0.876504350351552; diff = 1.11022302462516e-16; 558/1000
Check failed for (fp64): alpha = 3.51858377202057; beta = 0.879645943005142; diff = 2.22044604925031e-16; 560/1000
Check failed for (fp64): alpha = 3.52486695732775; beta = 0.881216739331937; diff = 1.11022302462516e-16; 561/1000
Check failed for (fp64): alpha = 3.53115014263493; beta = 0.882787535658732; diff = 1.11022302462516e-16; 562/1000
Check failed for (fp64): alpha = 3.53743332794211; beta = 0.884358331985527; diff = 1.11022302462516e-16; 563/1000
Check failed for (fp64): alpha = 3.55628288386365; beta = 0.889070720965911; diff = 2.22044604925031e-16; 566/1000
Check failed for (fp64): alpha = 3.56256606917082; beta = 0.890641517292706; diff = 1.11022302462516e-16; 567/1000
Check failed for (fp64): alpha = 3.568849254478; beta = 0.892212313619501; diff = 1.11022302462516e-16; 568/1000
Check failed for (fp64): alpha = 3.57513243978518; beta = 0.893783109946296; diff = 1.11022302462516e-16; 569/1000
Check failed for (fp64): alpha = 3.58769881039954; beta = 0.896924702599886; diff = 2.22044604925031e-16; 571/1000
Check failed for (fp64): alpha = 3.59398199570672; beta = 0.898495498926681; diff = 1.11022302462516e-16; 572/1000
Check failed for (fp64): alpha = 3.61283155162826; beta = 0.903207887907065; diff = 1.11022302462516e-16; 575/1000
Check failed for (fp64): alpha = 3.61911473693544; beta = 0.90477868423386; diff = 1.11022302462516e-16; 576/1000
Check failed for (fp64): alpha = 3.6316811075498; beta = 0.90792027688745; diff = 2.22044604925031e-16; 578/1000
Check failed for (fp64): alpha = 3.63796429285698; beta = 0.909491073214245; diff = 1.11022302462516e-16; 579/1000
Check failed for (fp64): alpha = 3.64424747816416; beta = 0.91106186954104; diff = 2.22044604925031e-16; 580/1000
Check failed for (fp64): alpha = 3.65053066347134; beta = 0.912632665867835; diff = 2.22044604925031e-16; 581/1000
Check failed for (fp64): alpha = 3.6630970340857; beta = 0.915774258521425; diff = 1.11022302462516e-16; 583/1000
Check failed for (fp64): alpha = 3.66938021939288; beta = 0.917345054848219; diff = 1.11022302462516e-16; 584/1000
Check failed for (fp64): alpha = 3.67566340470006; beta = 0.918915851175014; diff = 2.22044604925031e-16; 585/1000
Check failed for (fp64): alpha = 3.68194659000724; beta = 0.920486647501809; diff = 1.11022302462516e-16; 586/1000
Check failed for (fp64): alpha = 3.68822977531442; beta = 0.922057443828604; diff = 3.33066907387547e-16; 587/1000
Check failed for (fp64): alpha = 3.6945129606216; beta = 0.923628240155399; diff = 1.11022302462516e-16; 588/1000
Check failed for (fp64): alpha = 3.70079614592878; beta = 0.925199036482194; diff = 1.11022302462516e-16; 589/1000
Check failed for (fp64): alpha = 3.70707933123596; beta = 0.926769832808989; diff = 1.11022302462516e-16; 590/1000
Check failed for (fp64): alpha = 3.71964570185032; beta = 0.929911425462579; diff = 2.22044604925031e-16; 592/1000
Check failed for (fp64): alpha = 3.72592888715749; beta = 0.931482221789374; diff = 1.66533453693773e-16; 593/1000
Check failed for (fp64): alpha = 3.73221207246467; beta = 0.933053018116168; diff = 1.11022302462516e-16; 594/1000
Check failed for (fp64): alpha = 3.74477844307903; beta = 0.936194610769758; diff = 2.77555756156289e-16; 596/1000
Check failed for (fp64): alpha = 3.75106162838621; beta = 0.937765407096553; diff = 1.66533453693773e-16; 597/1000
Check failed for (fp64): alpha = 3.75734481369339; beta = 0.939336203423348; diff = 1.11022302462516e-16; 598/1000
Check failed for (fp64): alpha = 3.76362799900057; beta = 0.940906999750143; diff = 1.66533453693773e-16; 599/1000
Check failed for (fp64): alpha = 3.77619436961493; beta = 0.944048592403733; diff = 1.11022302462516e-16; 601/1000
Check failed for (fp64): alpha = 3.78247755492211; beta = 0.945619388730528; diff = 2.22044604925031e-16; 602/1000
Check failed for (fp64): alpha = 3.78876074022929; beta = 0.947190185057323; diff = 1.11022302462516e-16; 603/1000
Check failed for (fp64): alpha = 3.79504392553647; beta = 0.948760981384117; diff = 1.11022302462516e-16; 604/1000
Check failed for (fp64): alpha = 3.80132711084365; beta = 0.950331777710912; diff = 2.22044604925031e-16; 605/1000
Check failed for (fp64): alpha = 3.82017666676519; beta = 0.955044166691297; diff = 1.66533453693773e-16; 608/1000
Check failed for (fp64): alpha = 3.83274303737955; beta = 0.958185759344887; diff = 1.66533453693773e-16; 610/1000
Check failed for (fp64): alpha = 3.83902622268673; beta = 0.959756555671682; diff = 1.11022302462516e-16; 611/1000
Check failed for (fp64): alpha = 3.84530940799391; beta = 0.961327351998477; diff = 1.11022302462516e-16; 612/1000
Check failed for (fp64): alpha = 3.85787577860827; beta = 0.964468944652066; diff = 1.66533453693773e-16; 614/1000
Check failed for (fp64): alpha = 3.87044214922263; beta = 0.967610537305656; diff = 1.11022302462516e-16; 616/1000
Check failed for (fp64): alpha = 3.8767253345298; beta = 0.969181333632451; diff = 1.11022302462516e-16; 617/1000
Check failed for (fp64): alpha = 3.88929170514416; beta = 0.972322926286041; diff = 1.66533453693773e-16; 619/1000
Check failed for (fp64): alpha = 3.90185807575852; beta = 0.975464518939631; diff = 1.11022302462516e-16; 621/1000
Check failed for (fp64): alpha = 3.9081412610657; beta = 0.977035315266426; diff = 1.11022302462516e-16; 622/1000
Check failed for (fp64): alpha = 3.91442444637288; beta = 0.978606111593221; diff = 2.22044604925031e-16; 623/1000
Check failed for (fp64): alpha = 3.92699081698724; beta = 0.98174770424681; diff = 1.66533453693773e-16; 625/1000
Check failed for (fp64): alpha = 3.94584037290878; beta = 0.986460093227195; diff = 2.22044604925031e-16; 628/1000
Check failed for (fp64): alpha = 3.95212355821596; beta = 0.98803088955399; diff = 1.11022302462516e-16; 629/1000
Check failed for (fp64): alpha = 3.95840674352314; beta = 0.989601685880785; diff = 1.11022302462516e-16; 630/1000
Check failed for (fp64): alpha = 3.9709731141375; beta = 0.992743278534375; diff = 2.22044604925031e-16; 632/1000
Check failed for (fp64): alpha = 3.98353948475186; beta = 0.995884871187964; diff = 1.11022302462516e-16; 634/1000
Check failed for (fp64): alpha = 3.98982267005904; beta = 0.997455667514759; diff = 1.11022302462516e-16; 635/1000
Check failed for (fp64): alpha = 4.00867222598058; beta = 1.00216805649514; diff = 1.11022302462516e-16; 638/1000
Check failed for (fp64): alpha = 4.01495541128776; beta = 1.00373885282194; diff = 1.11022302462516e-16; 639/1000
Check failed for (fp64): alpha = 4.02123859659494; beta = 1.00530964914873; diff = 2.77555756156289e-16; 640/1000
Check failed for (fp64): alpha = 4.02752178190211; beta = 1.00688044547553; diff = 2.22044604925031e-16; 641/1000
Check failed for (fp64): alpha = 4.03380496720929; beta = 1.00845124180232; diff = 1.66533453693773e-16; 642/1000
Check failed for (fp64): alpha = 4.04008815251647; beta = 1.01002203812912; diff = 1.11022302462516e-16; 643/1000
Check failed for (fp64): alpha = 4.04637133782365; beta = 1.01159283445591; diff = 1.66533453693773e-16; 644/1000
Check failed for (fp64): alpha = 4.06522089374519; beta = 1.0163052234363; diff = 1.11022302462516e-16; 647/1000
Check failed for (fp64): alpha = 4.07150407905237; beta = 1.01787601976309; diff = 1.66533453693773e-16; 648/1000
Check failed for (fp64): alpha = 4.07778726435955; beta = 1.01944681608989; diff = 2.77555756156289e-16; 649/1000
Check failed for (fp64): alpha = 4.08407044966673; beta = 1.02101761241668; diff = 1.66533453693773e-16; 650/1000
Check failed for (fp64): alpha = 4.09035363497391; beta = 1.02258840874348; diff = 1.11022302462516e-16; 651/1000
Check failed for (fp64): alpha = 4.10292000558827; beta = 1.02573000139707; diff = 1.11022302462516e-16; 653/1000
Check failed for (fp64): alpha = 4.12176956150981; beta = 1.03044239037745; diff = 1.11022302462516e-16; 656/1000
Check failed for (fp64): alpha = 4.12805274681699; beta = 1.03201318670425; diff = 1.11022302462516e-16; 657/1000
Check failed for (fp64): alpha = 4.13433593212417; beta = 1.03358398303104; diff = 1.11022302462516e-16; 658/1000
Check failed for (fp64): alpha = 4.14061911743135; beta = 1.03515477935784; diff = 1.66533453693773e-16; 659/1000
Check failed for (fp64): alpha = 4.14690230273853; beta = 1.03672557568463; diff = 1.11022302462516e-16; 660/1000
Check failed for (fp64): alpha = 4.1846014145816; beta = 1.0461503536454; diff = 1.11022302462516e-16; 666/1000
Check failed for (fp64): alpha = 4.19088459988878; beta = 1.0477211499722; diff = 2.22044604925031e-16; 667/1000
Check failed for (fp64): alpha = 4.19716778519596; beta = 1.04929194629899; diff = 1.94289029309402e-16; 668/1000
Check failed for (fp64): alpha = 4.24115008234622; beta = 1.06028752058656; diff = 1.11022302462516e-16; 675/1000
Check failed for (fp64): alpha = 4.2474332676534; beta = 1.06185831691335; diff = 1.94289029309402e-16; 676/1000
Check failed for (fp64): alpha = 4.25371645296058; beta = 1.06342911324014; diff = 1.94289029309402e-16; 677/1000
Check failed for (fp64): alpha = 4.25999963826776; beta = 1.06499990956694; diff = 1.38777878078145e-16; 678/1000
Check failed for (fp64): alpha = 4.26628282357494; beta = 1.06657070589373; diff = 1.11022302462516e-16; 679/1000
Check failed for (fp64): alpha = 4.30398193541802; beta = 1.0759954838545; diff = 1.66533453693773e-16; 685/1000
Check failed for (fp64): alpha = 4.3102651207252; beta = 1.0775662801813; diff = 2.22044604925031e-16; 686/1000
Check failed for (fp64): alpha = 4.32283149133955; beta = 1.08070787283489; diff = 1.94289029309402e-16; 688/1000
Check failed for (fp64): alpha = 4.37309697379699; beta = 1.09327424344925; diff = 2.22044604925031e-16; 696/1000
Check failed for (fp64): alpha = 4.37938015910417; beta = 1.09484503977604; diff = 1.38777878078145e-16; 697/1000
Check failed for (fp64): alpha = 4.42964564156161; beta = 1.1074114103904; diff = 1.66533453693773e-16; 705/1000
Check failed for (fp64): alpha = 4.43592882686879; beta = 1.1089822067172; diff = 1.52655665885959e-16; 706/1000
Check failed for (fp64): alpha = 4.48619430932622; beta = 1.12154857733156; diff = 1.2490009027033e-16; 714/1000
Check failed for (fp64): alpha = 4.4924774946334; beta = 1.12311937365835; diff = 1.11022302462516e-16; 715/1000
Check failed for (fp64): alpha = 4.53645979178366; beta = 1.13411494794592; diff = 1.38777878078145e-16; 722/1000
Check failed for (fp64): alpha = 4.54902616239802; beta = 1.1372565405995; diff = 1.38777878078145e-16; 724/1000
Check failed for (fp64): alpha = 4.59300845954828; beta = 1.14825211488707; diff = 1.31838984174237e-16; 731/1000
Check failed for (fp64): alpha = 4.59929164485546; beta = 1.14982291121386; diff = 1.31838984174237e-16; 732/1000
Check failed for (fp64): alpha = 4.65584031262007; beta = 1.16396007815502; diff = 1.17961196366423e-16; 741/1000
Check failed for (fp64): alpha = 4.66212349792725; beta = 1.16553087448181; diff = 1.42247325030098e-16; 742/1000
Check failed for (fp64): alpha = 5.07053054289393; beta = 1.26763263572348; diff = 1.11022302462516e-16; 807/1000
Check failed for (fp64): alpha = 5.15849513719444; beta = 1.28962378429861; diff = 1.38777878078145e-16; 821/1000
Check failed for (fp64): alpha = 5.18362787842316; beta = 1.29590696960579; diff = 1.11022302462516e-16; 825/1000
Check failed for (fp64): alpha = 5.22132699026624; beta = 1.30533174756656; diff = 1.11022302462516e-16; 831/1000
Check failed for (fp64): alpha = 5.24017654618777; beta = 1.31004413654694; diff = 1.38777878078145e-16; 834/1000
Check failed for (fp64): alpha = 5.24645973149495; beta = 1.31161493287374; diff = 1.11022302462516e-16; 835/1000
Check failed for (fp64): alpha = 5.27159247272367; beta = 1.31789811818092; diff = 1.11022302462516e-16; 839/1000
Check failed for (fp64): alpha = 5.27787565803085; beta = 1.31946891450771; diff = 1.38777878078145e-16; 840/1000
Check failed for (fp64): alpha = 5.29672521395239; beta = 1.3241813034881; diff = 1.11022302462516e-16; 843/1000
Check failed for (fp64): alpha = 5.30300839925957; beta = 1.32575209981489; diff = 1.38777878078145e-16; 844/1000
Check failed for (fp64): alpha = 5.32185795518111; beta = 1.33046448879528; diff = 1.38777878078145e-16; 847/1000
Check failed for (fp64): alpha = 5.32814114048829; beta = 1.33203528512207; diff = 1.66533453693773e-16; 848/1000
Check failed for (fp64): alpha = 5.33442432579547; beta = 1.33360608144887; diff = 1.38777878078145e-16; 849/1000
Check failed for (fp64): alpha = 5.34070751110265; beta = 1.33517687777566; diff = 2.22044604925031e-16; 850/1000
Check failed for (fp64): alpha = 5.34699069640983; beta = 1.33674767410246; diff = 2.77555756156289e-16; 851/1000
Check failed for (fp64): alpha = 5.35327388171701; beta = 1.33831847042925; diff = 1.38777878078145e-16; 852/1000
Check failed for (fp64): alpha = 5.35955706702419; beta = 1.33988926675605; diff = 1.11022302462516e-16; 853/1000
Check failed for (fp64): alpha = 5.37840662294573; beta = 1.34460165573643; diff = 1.38777878078145e-16; 856/1000
Check failed for (fp64): alpha = 5.38468980825291; beta = 1.34617245206323; diff = 1.38777878078145e-16; 857/1000
Check failed for (fp64): alpha = 5.39097299356008; beta = 1.34774324839002; diff = 1.66533453693773e-16; 858/1000
Check failed for (fp64): alpha = 5.39725617886726; beta = 1.34931404471682; diff = 2.77555756156289e-16; 859/1000
Check failed for (fp64): alpha = 5.40353936417444; beta = 1.35088484104361; diff = 2.4980018054066e-16; 860/1000
Check failed for (fp64): alpha = 5.40982254948162; beta = 1.35245563737041; diff = 1.38777878078145e-16; 861/1000
Check failed for (fp64): alpha = 5.4161057347888; beta = 1.3540264336972; diff = 1.66533453693773e-16; 862/1000
Check failed for (fp64): alpha = 5.43495529071034; beta = 1.35873882267759; diff = 1.94289029309402e-16; 865/1000
Check failed for (fp64): alpha = 5.44123847601752; beta = 1.36030961900438; diff = 1.66533453693773e-16; 866/1000
